topic,stem,example_word,n,doc_freq,tf,idf,tf_idf
supervision,capit,capital,50694,8213,0.004047915424167542,0,0
supervision,countri,countries,49043,9235,0.003916083089664433,0,0
supervision,sector,sector,46623,9120,0.0037228461123794397,0,0
supervision,institut,institutions,46240,8879,0.003692263565974418,0,0
supervision,expect,expectations,45689,9383,0.0036482662211463055,0,0
supervision,credit,credit,44410,7641,0.0035461380831514682,0,0
supervision,global,global,43883,8321,0.0035040571380980834,0,0
supervision,level,level,42609,10168,0.0034023282500563142,0,0
supervision,crisi,crisis,41598,6867,0.0033215999095459305,0,0
supervision,govern,government,40940,9133,0.00326905861572216,0,0
supervision,asset,assets,39176,7410,0.00312820323227971,0,0
supervision,reserv,reserve,39174,7263,0.0031280435322984827,0,0
supervision,intern,international,37344,8709,0.002981918049475533,0,0
supervision,measur,measures,36403,8738,0.0029067792083081042,0,0
supervision,recent,recent,36173,9964,0.0028884137104669685,0,0
supervision,manag,management,35052,7932,0.002798901870989085,0,0
supervision,busi,business,35023,8485,0.00279658622126129,0,0
supervision,product,productivity,34663,8348,0.0027678402246403815,0,0
supervision,continu,continue,34631,9976,0.0027652850249407454,0,0
supervision,fund,funds,34216,7282,0.0027321472788360873,0,0
supervision,invest,investment,33405,8269,0.0026673889364484307,0,0
supervision,liquid,liquidity,33032,6135,0.002637604889949545,0,0
supervision,requir,requirements,32699,8790,0.002611014843075205,0,0
supervision,firm,firms,32587,6384,0.0026020716441264784,0,0
supervision,activ,activity,32539,9007,0.002598238844577024,0,0
supervision,account,account,31981,8766,0.0025536825498146164,0,0
supervision,issu,issues,31888,8997,0.0025462565006875485,0,0
supervision,regul,regulation,31625,5973,0.0025252559531561626,0,0
supervision,provid,provide,31497,9462,0.0025150351543576175,0,0
supervision,includ,including,29716,9574,0.0023728223210747364,0,0
supervision,public,public,29662,8564,0.0023685104215816,0,0
supervision,exchang,exchange,29204,6673,0.002331939125880556,0,0
supervision,oper,operations,28858,7933,0.0023043110291282387,0,0
supervision,feder,federal,28708,5239,0.0022923335305361937,0,0
supervision,target,target,28388,6532,0.0022667815335398306,0,0
supervision,demand,demand,28351,7913,0.0022638270838871264,0,0
supervision,servic,services,28006,7323,0.0022362788371254228,0,0
supervision,financ,finance,27865,7947,0.0022250199884489004,0,0
supervision,speech,speeches,27448,8530,0.0021917225423630153,0,0
supervision,cost,costs,27222,8280,0.002173676444484334,0,0
supervision,improv,improve,27189,8792,0.002171041394794084,0,0
supervision,remain,remain,27001,9103,0.002156029596558721,0,0
supervision,real,real,26522,7991,0.0021177814510547903,0,0
supervision,payment,payments,26381,4842,0.002106522602378268,0,0
supervision,current,current,25984,8650,0.0020748221561046557,0,0
supervision,support,support,25951,9094,0.0020721871064144056,0,0
supervision,chang,change,25946,8419,0.0020717878564613375,0,0
supervision,relat,related,25670,8871,0.0020497492590519748,0,0
supervision,base,based,25649,8633,0.0020480724092490884,0,0
supervision,signific,significant,25376,9163,0.0020262733618115663,0,0
supervision,condit,conditions,25173,7994,0.0020100638137169986,0,0
supervision,period,period,24402,8245,0.0019484994709538872,0,0
supervision,framework,framework,24396,6855,0.0019480203710102054,0,0
supervision,money,money,24298,6018,0.0019401950719300693,0,0
supervision,respons,response,24123,8552,0.0019262213235726835,0,0
supervision,inform,information,24000,7195,0.0019163997747272065,0,0
supervision,loan,loans,23824,4960,0.0019023461763792069,0,0
supervision,process,process,23630,8084,0.0018868552782001621,0,0
supervision,structur,structural,23516,7775,0.0018777523792702078,0,0
supervision,result,result,23490,9045,0.0018756762795142533,0,0
supervision,low,low,23159,7975,0.0018492459326211407,0,0
supervision,balanc,balance,23021,7850,0.0018382266339164591,0,0
supervision,role,role,22814,8407,0.0018216976858594371,0,0
supervision,nation,national,22731,7868,0.0018150701366385054,0,0
supervision,ecb,ecb,22654,3421,0.0018089216873612556,0,0
supervision,percent,percent,22401,3380,0.0017887196397360064,0,0
supervision,futur,future,22359,8690,0.0017853659401302338,0,0
supervision,fiscal,fiscal,22317,5322,0.0017820122405244612,0,0
supervision,debt,debt,22314,5835,0.0017817726905526201,0,0
supervision,secur,securities,22031,6601,0.0017591751432089618,0,0
supervision,trade,trade,22016,6904,0.0017579773933497575,0,0
supervision,potenti,potential,21832,8063,0.0017432849950768487,0,0
supervision,set,set,21822,8333,0.0017424864951707125,0,0
supervision,data,data,21761,6189,0.0017376156457432808,0,0
supervision,assess,assessment,21738,6990,0.0017357790959591673,0,0
supervision,impact,impact,21096,7300,0.0016845154019852146,0,0
supervision,report,report,20816,6754,0.001662157404613397,0,0
supervision,challeng,challenges,20659,7798,0.0016496209560870566,0,0
supervision,ensur,ensure,20379,7857,0.0016272629587152391,0,0
supervision,view,view,20375,8264,0.0016269435587527848,0,0
supervision,world,world,20281,7906,0.001619437659635103,0,0
supervision,currenc,currency,20257,5601,0.0016175212598603759,0,0
supervision,decis,decisions,19895,7263,0.0015886155632582404,0,0
supervision,standard,standards,19806,6601,0.001581508914093627,0,0
supervision,rise,rise,19766,7022,0.0015783149144690818,0,0
supervision,reduc,reduce,19671,8135,0.0015707291653607866,0,0
supervision,lend,lending,19431,5111,0.0015515651676135146,0,0
supervision,regulatori,regulatory,19349,4746,0.0015450174683831967,0,0
supervision,factor,factors,19334,7296,0.0015438197185239921,0,0
supervision,board,board,19010,7158,0.0015179483215651747,0,0
supervision,addit,addition,18823,8164,0.0015030163733204254,0,0
supervision,reform,reforms,18820,4984,0.0015027768233485843,0,0
supervision,past,past,18689,8140,0.0014923164745781984,0,0
supervision,model,model,18679,4920,0.0014915179746720622,0,0
supervision,domest,domestic,18581,6736,0.001483692675591926,0,0
supervision,declin,decline,18558,6188,0.0014818561258078124,0,0
supervision,discuss,discussion,18497,7832,0.0014769852763803807,0,0
supervision,foreign,foreign,18492,5387,0.0014765860264273126,0,0
supervision,implement,implementation,18419,6763,0.0014707569771125173,0,0
supervision,particip,participants,18299,7010,0.0014611749782388814,0,0
supervision,short,short,18224,7530,0.0014551862289428588,0,0
supervision,lower,lower,18174,7285,0.001451193729412177,0,0
supervision,industri,industry,18083,6331,0.0014439273802663364,0,0
supervision,corpor,corporate,18080,5308,0.0014436878302944956,0,0
supervision,achiev,achieve,18010,7812,0.0014380983309515412,0,0
supervision,contribut,contribution,17661,8230,0.001410230684227383,0,0
supervision,household,households,17637,5310,0.0014083142844526558,0,0
supervision,posit,positive,17607,8017,0.001405918784734247,0,0
supervision,emerg,emerging,17603,6997,0.0014055993847717923,0,0
supervision,privat,private,17309,6610,0.001382123487531384,0,0
supervision,chart,chart,17209,1899,0.0013741384884700207,0,0
supervision,object,objective,17059,6194,0.0013621609898779757,0,0
supervision,approach,approach,17010,6265,0.0013582483403379076,0,0
supervision,direct,direct,16939,7938,0.0013525789910043397,0,0
supervision,bond,bonds,16868,4573,0.0013469096416707717,0,0
supervision,banker,bankers,16860,4685,0.0013462708417458626,0,0
supervision,share,share,16832,7446,0.0013440350420086808,0,0
supervision,unit,united,16758,6310,0.001338126142703272,0,0
supervision,import,importance,16703,7879,0.001333734393219522,0,0
supervision,month,months,16417,6674,0.001310897295904023,0,0
supervision,incom,income,16281,5907,0.0013000376971805687,0,0
supervision,meet,meeting,16020,7390,0.0012791968496304103,0,0
supervision,cent,cent,15880,2484,0.0012680178509445017,0,0
supervision,forecast,forecast,15831,3715,0.0012641052014044337,0,0
supervision,adjust,adjustment,15825,6490,0.0012636261014607518,0,0
supervision,reflect,reflect,15814,7691,0.0012627477515640018,0,0
supervision,author,authorities,15757,5818,0.0012581963020990247,0,0
supervision,consum,consumer,15747,5907,0.0012573978021928884,0,0
supervision,function,functioning,15685,6247,0.0012524471027748432,0,0
supervision,address,address,15663,7166,0.0012506904029813432,0,0
supervision,sustain,sustainable,15639,6785,0.001248774003206616,0,0
supervision,key,key,15586,7407,0.0012445419537040934,0,0
supervision,integr,integration,15580,4734,0.0012440628537604115,0,0
supervision,suppli,supply,15569,5737,0.0012431845038636616,0,0
supervision,shock,shocks,15532,5222,0.001240230054210957,0,0
supervision,gdp,gdp,15361,5136,0.0012265757058160258,0,0
supervision,strong,strong,15273,7686,0.001219548906642026,0,0
supervision,averag,average,15168,6041,0.0012111646576275946,0,0
supervision,focus,focus,15166,7569,0.0012110049576463673,0,0
supervision,supervis,supervision,15117,3610,0.0012070923081062993,0,0
supervision,sourc,source,14888,5581,0.001188806660255777,0,0
supervision,committe,committee,14860,5312,0.0011865708605185953,0,0
supervision,major,major,14840,7491,0.0011849738607063226,0,0
supervision,limit,limited,14773,6979,0.0011796239113352092,0,0
supervision,compani,companies,14751,4805,0.0011778672115417093,0,0
supervision,rule,rules,14669,4848,0.0011713195123113913,0,0
supervision,quarter,quarter,14665,5450,0.0011710001123489367,0,0
supervision,employ,employment,14573,5494,0.0011636539132124826,0,0
supervision,concern,concerns,14552,7040,0.0011619770634095962,0,0
supervision,competit,competition,14534,5606,0.0011605397635785508,0,0
supervision,start,start,14513,7535,0.0011588629137756644,0,0
supervision,question,question,14480,6406,0.0011562278640854147,0,0
supervision,close,close,14367,8084,0.0011472048151460739,0,0
supervision,borrow,borrowers,14346,4702,0.0011455279653431877,0,0
supervision,affect,affect,14199,6920,0.0011337900167229834,0,0
supervision,benefit,benefits,14197,6921,0.0011336303167417564,0,0
supervision,uncertainti,uncertainty,14145,5626,0.0011294781172298473,0,0
supervision,action,actions,14122,6262,0.0011276415674457338,0,0
supervision,outlook,outlook,14035,4647,0.0011206946182623476,0,0
supervision,time,times,13998,7372,0.0011177401686096433,0,0
supervision,hous,housing,13968,4407,0.0011153446688912342,0,0
supervision,situat,situation,13913,6008,0.0011109529194074843,0,0
supervision,maintain,maintain,13889,6909,0.001109036519632757,0,0
supervision,purchas,purchases,13880,4610,0.0011083178697172344,0,0
supervision,practic,practices,13757,5878,0.0010984963208717576,0,0
supervision,recoveri,recovery,13733,4800,0.0010965799210970303,0,0
supervision,lead,lead,13584,7389,0.0010846822724955988,0,0
supervision,pressur,pressure,13583,6229,0.0010846024225049853,0,0
supervision,reason,reason,13511,7337,0.0010788532231808035,0,0
supervision,technolog,technology,13472,4506,0.001075739073546872,0,0
supervision,bis,bis,13465,3371,0.0010751801236125766,0,0
supervision,insur,insurance,13350,3705,0.0010659973746920087,0,0
supervision,conduct,conduct,13293,5768,0.0010614459252270315,0,0
supervision,effici,efficiency,13221,5774,0.0010556967259028498,0,0
supervision,creat,create,13163,6978,0.0010510654264472591,0,0
supervision,investor,investors,13134,4780,0.0010487497767194638,0,0
supervision,review,review,13114,5541,0.0010471527769071911,0,0
supervision,instrument,instruments,13002,4945,0.001038209577958464,0,0
supervision,trend,trend,12904,5708,0.001030384278878328,0,0
supervision,hold,hold,12900,5862,0.0010300648789158735,0,0
supervision,suggest,suggests,12841,6226,0.001025353729469669,0,0
supervision,take,taking,12839,7277,0.0010251940294884417,0,0
supervision,deposit,deposits,12773,3816,0.001019923930107942,0,0
supervision,effort,efforts,12693,6395,0.0010135359308588512,0,0
supervision,project,projections,12678,5236,0.001012338180999647,0,0
supervision,environ,environment,12654,6623,0.0010104217812249197,0,0
supervision,note,note,12627,5956,0.0010082658314783516,0,0
supervision,japan,japan,12434,2754,9.928547832899202e-4,0,0
supervision,paper,paper,12374,4384,9.880637838531022e-4,0,0
supervision,medium,medium,12367,5233,9.875048339188068e-4,0,0
supervision,due,due,12362,5903,9.871055839657387e-4,0,0
supervision,initi,initiatives,12315,6367,9.833526344068977e-4,0,0
supervision,transact,transactions,12256,4298,9.786414849606935e-4,0,0
supervision,rang,range,12245,6504,9.777631350639435e-4,0,0
supervision,stress,stress,12219,4165,9.75687035307989e-4,0,0
supervision,output,output,12209,4169,9.748885354018527e-4,0,0
supervision,rais,raise,12199,6572,9.740900354957163e-4,0,0
supervision,return,return,12172,6112,9.719340857491483e-4,0,0
supervision,basi,basis,12139,6516,9.692990360588983e-4,0,0
supervision,estim,estimates,12090,4772,9.653863865188302e-4,0,0
supervision,act,act,12085,5643,9.649871365657621e-4,0,0
supervision,loss,losses,12027,4683,9.603558371101713e-4,0,0
supervision,run,run,11979,5763,9.565230375607169e-4,0,0
supervision,understand,understanding,11941,6350,9.534887379173989e-4,0,0
supervision,experi,experience,11927,6689,9.52370838048808e-4,0,0
supervision,strengthen,strengthen,11871,5767,9.478992385744445e-4,0,0
supervision,india,india,11855,1734,9.466216387246264e-4,0,0
supervision,strategi,strategy,11837,4744,9.45184338893581e-4,0,0
supervision,mortgag,mortgage,11668,2713,9.316896904798769e-4,0,0
supervision,union,union,11620,3482,9.278568909304224e-4,0,0
supervision,flow,flows,11547,4872,9.220278416156272e-4,0,0
supervision,supervisori,supervisory,11459,2828,9.150010424416275e-4,0,0
supervision,innov,innovation,11431,4308,9.127652427044457e-4,0,0
supervision,consist,consistent,11400,6299,9.10289892995423e-4,0,0
supervision,wage,wage,11399,3451,9.102100430048094e-4,0,0
supervision,indic,indicators,11367,5116,9.076548433051731e-4,0,0
supervision,consider,considerable,11325,6594,9.043011436994005e-4,0,0
supervision,advanc,advanced,11315,5758,9.035026437932642e-4,0,0
supervision,individu,individual,11305,5664,9.027041438871278e-4,0,0
supervision,governor,governor,11299,7839,9.022250439434461e-4,0,0
supervision,control,control,11238,4877,8.973541945160145e-4,0,0
supervision,move,move,11198,6696,8.941601948914691e-4,0,0
supervision,macroeconom,macroeconomic,11163,4932,8.913654452199919e-4,0,0
supervision,establish,established,11122,5907,8.88091595604833e-4,0,0
supervision,main,main,11117,6282,8.876923456517647e-4,0,0
supervision,forward,forward,11104,6157,8.866542957737876e-4,0,0
supervision,enhanc,enhance,11091,5519,8.856162458958103e-4,0,0
supervision,play,play,11052,6968,8.825020962618786e-4,0,0
supervision,evid,evidence,10948,5478,8.741976972380606e-4,0,0
supervision,ratio,ratio,10910,3989,8.711633975947426e-4,0,0
supervision,specif,specific,10881,6090,8.688477478669473e-4,0,0
supervision,natur,nature,10846,6192,8.6605299819547e-4,0,0
supervision,labour,labour,10826,3179,8.644559983831974e-4,0,0
supervision,call,called,10781,6369,8.608627488055838e-4,0,0
supervision,line,line,10767,6109,8.59744848936993e-4,0,0
supervision,confid,confidence,10708,5939,8.550336994907886e-4,0,0
supervision,perform,performance,10692,5665,8.537560996409705e-4,0,0
supervision,progress,progress,10632,5891,8.489651002041525e-4,0,0
supervision,plan,plan,10455,5148,8.348316518655394e-4,0,0
supervision,fall,fall,10441,5581,8.337137519969485e-4,0,0
supervision,unemploy,unemployment,10422,3709,8.321966021752894e-4,0,0
supervision,singl,single,10398,4320,8.302802024005622e-4,0,0
supervision,annual,annual,10366,5704,8.277250027009259e-4,0,0
supervision,sheet,sheet,10347,4079,8.262078528792669e-4,0,0
supervision,europ,europe,10321,4129,8.241317531233124e-4,0,0
supervision,extern,external,10303,4632,8.22694453292267e-4,0,0
supervision,communiti,community,10259,3178,8.191810537052671e-4,0,0
supervision,amount,amount,10235,5372,8.1726465393054e-4,0,0
supervision,analysi,analysis,10218,4674,8.159072040901081e-4,0,0
supervision,peopl,people,10174,5413,8.123938045031082e-4,0,0
supervision,region,regional,10165,4177,8.116751545875856e-4,0,0
supervision,access,access,10135,4722,8.092796548691766e-4,0,0
supervision,final,finally,10103,6498,8.067244551695403e-4,0,0
supervision,total,total,10008,5354,7.991387060612451e-4,0,0
supervision,opportun,opportunity,9998,6607,7.983402061551087e-4,0,0
supervision,exist,existing,9930,5905,7.929104067933817e-4,0,0
supervision,excess,excessive,9910,4950,7.913134069811091e-4,0,0
supervision,form,form,9879,5808,7.888380572720864e-4,0,0
supervision,research,research,9817,4438,7.83887357854041e-4,0,0
supervision,export,exports,9784,3721,7.812523081637912e-4,0,0
supervision,mechan,mechanism,9777,4932,7.806933582294957e-4,0,0
supervision,yield,yield,9760,3716,7.79335908389064e-4,0,0
supervision,confer,conference,9650,5250,7.705524094215642e-4,0,0
supervision,compar,compared,9648,5859,7.70392709440337e-4,0,0
supervision,mean,means,9638,6380,7.695942095342007e-4,0,0
supervision,propos,proposed,9602,3522,7.667196098721099e-4,0,0
supervision,observ,observed,9581,5207,7.650427600692236e-4,0,0
supervision,adopt,adopted,9572,5126,7.643241101537009e-4,0,0
supervision,event,events,9548,5598,7.624077103789736e-4,0,0
supervision,eas,easing,9542,4083,7.619286104352919e-4,0,0
supervision,equiti,equity,9508,3634,7.592137107544283e-4,0,0
supervision,success,success,9477,5993,7.567383610454057e-4,0,0
supervision,build,building,9465,5420,7.55780161158042e-4,0,0
supervision,resili,resilience,9465,3793,7.55780161158042e-4,0,0
supervision,transpar,transparency,9463,4038,7.556204611768148e-4,0,0
supervision,infrastructur,infrastructure,9393,3553,7.500309618338604e-4,0,0
supervision,grow,growing,9317,6088,7.439623625472243e-4,0,0
supervision,broad,broad,9302,5923,7.427646126880198e-4,0,0
supervision,net,net,9288,4339,7.416467128194289e-4,0,0
